código de la entrevista,cantidad de personas entrevistadas,Macroterritorio donde se realiza la entrevista,Territorio donde se realiza la entrevista,Mes de la entrevista,Departamento donde se realiza la entrevista,Municipio donde se realiza la entrevista,"Hechos, año de inicio","Hecho, año de finalización",Sector con el que se puede identificar las víctimas del relato,Tipo de entrevista,Entrevista transcrita?,Entrevista etiquetada?,De interés para: Esclarecimiento,De interés para: Reconocimiento,De interés para: Convivencia,De interés para: No Repetición,De interés para: Enfoque de género,De interés para: Psicosocial,De interés para: Curso de Vida,De interés para: Dirección de investigación,De interés para: Territorios,De interés para: Dirección étnica,De interés para: Comisionados,De interés para: Estrategia - Arte,De interés para: Estrategia - Comunicación,De interés para: Estrategia - Participación,De interés para: Estrategia - Pedagogía,De interés para: Grupo de Acceso a la información,De interés para: Presidencia,De interés para: Otros,De interés para: Enlace interinstitucional,De interés para: SIM,De interés para el área: Pueblos Étnicos,De interés para el área: Diálogo social,De interés para el área: Género,De interés para el área: Enfoque psico social,De interés para el área: Curso de Vida,De interés para el área: Núcleo 1,De interés para el área: Núcleo 2,De interés para el área: Núcleo 3,De interés para el área: Núcleo 4,De interés para el área: Núcleo 5,De interés para el área: Núcleo 6,De interés para el área: Núcleo 7,De interés para el área: Núcleo 8,De interés para el área: Núcleo 9,De interés para el área: Núcleo 10,Coincide con el mandato 01,Coincide con el mandato 02,Coincide con el mandato 03,Coincide con el mandato 04,Coincide con el mandato 05,Coincide con el mandato 06,Coincide con el mandato 07,Coincide con el mandato 08,Coincide con el mandato 09,Coincide con el mandato 10,Coincide con el mandato 11,Coincide con el mandato 12,Coincide con el mandato 13,Transcripción Anomizada?,url transcipción anonimizada
618-VI-00002,1,Surandina,Popayán,2020-03,CAUCA,SANTANDER DE QUILICHAO,2000,2000,Organizaciones de víctimas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,
628-VI-00005,1,Pacífico,Tumaco,2020-02,NARIÑO,SAN ANDRÉS DE TUMACO,2010,2020,Organizaciones de víctimas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
228-VI-00081,1,Centroandina,Ibagué,2020-03,TOLIMA,ALPUJARRA,1999,1999,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
220-VI-00030,1,Nororiente,Bucaramanga,2019-11,SANTANDER,BUCARAMANGA,1978,2006,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,
252-VI-00007,1,Nororiente,Cucuta,2020-03,NORTE DE SANTANDER,OCAÑA,2007,2008,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
628-VI-00006,1,Pacífico,Tumaco,2020-02,NARIÑO,SAN ANDRÉS DE TUMACO,2019,2020,Niñez y adolescencia,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/628-VI-00006
628-VI-00007,1,Pacífico,Tumaco,2020-03,NARIÑO,SAN ANDRÉS DE TUMACO,2007,2020,Organizaciones de víctimas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
628-VI-00008,1,Pacífico,Tumaco,2020-03,NARIÑO,SAN ANDRÉS DE TUMACO,2018,2020,Niñez y adolescencia,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/628-VI-00008
220-VI-00031,1,Nororiente,Bucaramanga,2019-11,SANTANDER,VÉLEZ,1977,2006,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/220-VI-00031
238-VI-00061,1,Caribe e Insular,Valledupar,2020-03,LA GUAJIRA,MAICAO,2000,2005,Comunidad indígena,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,,
220-VI-00032,1,Nororiente,Bucaramanga,2019-11,SANTANDER,SUCRE,1986,2002,Fuerza Pública,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,
603-VI-00013,1,Surandina,Popayán,2020-02,CAUCA,POPAYÁN,2010,2010,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
252-VI-00008,1,Nororiente,Cucuta,2020-03,NORTE DE SANTANDER,OCAÑA,2020,2020,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,,
582-VI-00031,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,CALI,1998,2018,Sindicalistas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/582-VI-00031
603-VI-00014,1,Surandina,Popayán,2020-03,CAUCA,SANTANDER DE QUILICHAO,2011,2016,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,
618-VI-00003,1,Surandina,Popayán,2020-03,CAUCA,POPAYÁN,1993,1993,Comunidad indígena,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,
582-VI-00032,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,CALI,2000,2001,Líderes sociales,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,,
582-VI-00033,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,CANDELARIA,2003,2008,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,,
160-VI-00095,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,MEDELLÍN,2003,2003,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
220-VI-00033,1,Nororiente,Bucaramanga,2019-11,SANTANDER,SUCRE,1987,2008,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/220-VI-00033
582-VI-00034,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,CALI,1998,2019,Líderes sociales,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,,
582-VI-00035,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,JAMUNDÍ,1962,2002,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,,
582-VI-00036,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,SAN PEDRO,1999,2001,Salud y servicio sanitario,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/582-VI-00036
582-VI-00037,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,SAN PEDRO,2000,2000,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,,
582-VI-00038,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,SAN PEDRO,1985,2019,Defensor de DDHH,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,,
582-VI-00039,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,PALMIRA,2002,2006,"Afrocolombianos, negros, raizal, palenquero",VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,,
582-VI-00040,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,PALMIRA,2003,2003,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,,
582-VI-00041,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,CALI,1981,2020,Sindicalistas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,,
582-VI-00042,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,TULUÁ,1999,2002,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,,
582-VI-00043,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,TULUÁ,2004,2012,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,,
582-VI-00044,1,Surandina,Cali,2020-02,VALLE DEL CAUCA,TULUÁ,2000,2000,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,,
628-VI-00009,1,Pacífico,Tumaco,2020-03,NARIÑO,SAN ANDRÉS DE TUMACO,2018,2020,Organizaciones de víctimas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,
628-VI-00010,1,Pacífico,Tumaco,2020-03,NARIÑO,SAN ANDRÉS DE TUMACO,2018,2020,Niñez y adolescencia,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
647-VI-00032,1,Antioquia y Eje Cafetero,Medellín,2020-02,ANTIOQUIA,SAN RAFAEL,2000,2000,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,
220-VI-00034,1,Nororiente,Bucaramanga,2019-12,SANTANDER,EL CARMEN DE CHUCURÍ,2020,2020,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,,
220-VI-00035,1,Nororiente,Bucaramanga,2019-12,SANTANDER,EL CARMEN DE CHUCURÍ,1984,2005,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/220-VI-00035
220-VI-00036,1,Nororiente,Bucaramanga,2019-12,SANTANDER,EL CARMEN DE CHUCURÍ,1974,2019,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,
220-VI-00037,1,Nororiente,Bucaramanga,2019-12,SANTANDER,BUCARAMANGA,1988,2019,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,,
115-VI-00024,1,Internacional,Europa,2020-03,[Internacional],Reino Unido / Inglaterra ,2006,2009,Campesinos,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/115-VI-00024
115-VI-00025,1,Internacional,Europa,2020-03,[Internacional],Reino Unido / Inglaterra ,1995,2005,Estudiantes,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/115-VI-00025
647-VI-00033,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,GRANADA,2000,2000,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
647-VI-00034,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,GRANADA,1998,1998,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,,
647-VI-00035,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,GRANADA,1999,2000,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,,
647-VI-00036,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,GRANADA,2000,2000,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
647-VI-00037,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,GRANADA,1989,1989,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Si,http://archivo.comisiondelaverdad.co/explora/detalle/647-VI-00037
457-VI-00037,1,Orinoquia,Villavicencio,2020-01,META,VILLAVICENCIO,1990,2020,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,
546-VI-00002,1,Magdalena Medio,Barrancabermeja,2020-02,SANTANDER,SABANA DE TORRES,2002,2002,Organizaciones de víctimas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,
647-VI-00038,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,GRANADA,1993,1993,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,
647-VI-00039,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,GRANADA,2000,2003,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,
457-VI-00038,1,Orinoquia,Villavicencio,2020-01,META,SAN JUANITO,1997,2002,Mujeres,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
115-VI-00026,1,Internacional,Europa,2020-03,[Internacional],Reino Unido / Inglaterra ,1985,1997,LGBTI,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/115-VI-00026
155-VI-00003,1,Internacional,Macroterritorial Internacional,2020-02,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",1999,2020,Defensor de DDHH,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,
330-VI-00017,1,Pacífico,Buenaventura,2020-03,VALLE DEL CAUCA,CALI,1995,2020,Mujeres,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,,
115-VI-00027,1,Internacional,Europa,2020-01,[Internacional],Reino Unido / Inglaterra ,1997,1999,Campesinos,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
278-VI-00042,1,Orinoquia,Villavicencio,2019-11,META,VILLAVICENCIO,1980,2019,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,,
240-VI-00002,1,Equipo Nacional / Sede Central,Macroterritorial Equipo Nacional / Sede Central,2020-02,SANTANDER,BUCARAMANGA,2000,2000,Fuerza Pública,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
641-VI-00001,1,Internacional,Suramérica,2019-11,[Internacional],Argentina,2006,2007,Estudiantes,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
126-VI-00026,1,Internacional,Europa,2020-03,[Internacional],ESPAÑA,2016,2016,"Afrocolombianos, negros, raizal, palenquero",VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
654-VI-00003,1,Nororiente,Bucaramanga,2020-02,SANTANDER,BUCARAMANGA,1983,2003,Políticos,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,
160-VI-00096,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,BRICEÑO,1999,1999,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,
195-VI-00038,1,Magdalena Medio,La Dorada,2020-03,CALDAS,LA DORADA,1989,1993,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
160-VI-00097,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,BRICEÑO,1997,2018,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
647-VI-00040,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,GRANADA,1997,2020,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,,
647-VI-00041,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,SAN RAFAEL,1998,2000,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
647-VI-00043,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,SAN RAFAEL,1998,2020,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
647-VI-00044,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,SAN RAFAEL,2000,2000,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
654-VI-00004,1,Nororiente,Bucaramanga,2020-03,SANTANDER,BUCARAMANGA,1984,2019,Políticos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,
278-VI-00044,1,Orinoquia,Villavicencio,2019-11,META,VILLAVICENCIO,2003,2019,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,,
238-VI-00062,1,Caribe e Insular,Valledupar,2020-02,CESAR,VALLEDUPAR,1999,2004,Comunidad indígena,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/238-VI-00062
238-VI-00063,1,Caribe e Insular,Valledupar,2020-03,CESAR,VALLEDUPAR,1998,2000,Comerciantes,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
158-VI-00068,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,BRICEÑO,1991,2000,Otros,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,,
647-VI-00045,1,Antioquia y Eje Cafetero,Medellín,2020-03,ANTIOQUIA,SAN RAFAEL,2000,2000,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,,
278-VI-00045,1,Orinoquia,Villavicencio,2019-11,META,MAPIRIPÁN,2003,2019,Comerciantes,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,,
238-VI-00064,1,Caribe e Insular,Valledupar,2020-03,CESAR,VALLEDUPAR,1982,2019,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,,
654-VI-00005,1,Nororiente,Bucaramanga,2020-03,SANTANDER,SAN GIL,2000,2000,Funcionarios públicos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,,
276-VI-00012,1,Equipo Nacional / Sede Central,Dirección de conocimiento,2020-03,CESAR,VALLEDUPAR,1980,2020,Sindicalistas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,,
