Palabra,category_SEL,category_Ncr
salmo ,,Alegría
salmo ,,Confianza
villancico ,,Alegría
villancico ,,Confianza
respiro ,,Alegría
respiro ,,Confianza
primos,,Alegría
meloso,Alegría,Alegría
dia vago ,,Alegría
clásicos,,Alegría
poni ,,Alegría
muy necesario ,,Alegría
recuperación ,,Alegría
recuperación ,,Confianza
recuperación ,,
recuperación ,,
presto,,Alegría
presto,,Sorpresa
aptitud física ,,Alegría
volver a arder ,,Alegría
artesanía ,,Alegría
artesanía ,,
artesanía ,,
bosque ,,Alegría
bosque ,,
bosque ,,
teatro ,,Alegría
teatro ,,
teatro ,,
teatro ,,
sabiduría ,,Alegría
sabiduría ,,Confianza
superhombre ,,Alegría
superhombre ,,Confianza
viviendo ,,Alegría
absolución ,,Alegría
absolución ,,Confianza
absolución ,,
establecido,,Alegría
establecido,,
decoración ,,Alegría
decoración ,,
decoración ,,
decoración ,,
suavemente ,,Alegría
suavemente ,,Alegría
brisa ,,Alegría
bufón ,,Alegría
bufón ,,Sorpresa
bufón ,,
gasto ,,Alegría
gasto ,,
incapaz ,,Alegría
incapaz ,,Confianza
incapaz ,,Tristeza
incapaz ,,
mío,,Alegría
meditando ,,Alegría
luz ,,Alegría
luz ,,
espiritual ,,Alegría
espiritual ,,Confianza
crecimiento ,,Alegría
vagante ,,Alegría
citas ,,Alegría
hippie ,,Alegría
salmos ,,Alegría
salmos ,,Confianza
crear ,,Alegría
recursos ,,Alegría
recursos ,,Confianza
taoísmo ,,Alegría
oceano ,,Alegría
lsd ,,Alegría
nevada ,,Alegría
nevada ,,
nevada ,,
senderismo ,,Alegría
tregua ,,Alegría
tregua ,,Confianza
brindis ,,Alegría
hojas perennes ,,Alegría
hojas perennes ,,Confianza
budista ,,Alegría
enfriar ,,Alegría
descansado,,Alegría
chimenea ,,Alegría
chimenea ,,
bebidas ,,Alegría
buda ,,Alegría
arrebatado,,Alegría
arrebatado,,Sorpresa
arrebatado,,Confianza
nevando ,,Alegría
sublimación ,,Alegría
sabroso,,Alegría
sabroso,,
sabroso,,
sabroso,,
domingo ,,Alegría
humildad ,,Alegría
humildad ,,Confianza
saludo ,,Alegría
saludo ,,Confianza
saludo ,,Sorpresa
saludo ,,
bosquejo ,,Alegría
bosquejo ,,
ondas ,,Alegría
catedral ,,Alegría
catedral ,,Confianza
budismo ,,Alegría
yoga ,,Alegría
ministerio ,,Alegría
ministerio ,,Confianza
obra de arte ,,Alegría
experto,,Alegría
experto,,Sorpresa
experto,,Confianza
experto,,Confianza
experto,,
experto,,
limpio,,Alegría
limpio,,Confianza
comida ,,Alegría
comida ,,Confianza
comida ,,
comida ,,
comida ,,
comida ,,
ejercicio ,,Alegría
ejercicio ,,Alegría
encontró ,,Alegría
encontró ,,Confianza
claridad ,,Alegría
claridad ,,
corriendo ,,Alegría
otoño ,,Alegría
otoño ,,Tristeza
demostrativo,,Alegría
demostrativo,,Tristeza
encajar ,,Alegría
campo ,,Alegría
campo ,,
diario ,,Alegría
diario ,,Confianza
diario ,,
conveniente ,,Alegría
conveniente ,,Confianza
conveniente ,,
enfriado,,Alegría
al aire libre ,,Alegría
velas ,,Alegría
trance ,,Alegría
procesión ,,Alegría
procesión ,,Tristeza
procesión ,,Sorpresa
desayuno ,,Alegría
esquiar ,,Alegría
lira ,,Alegría
lira ,,
toda la vida ,,Alegría
nevado,,Alegría
vela ,,Alegría
humillado,,Alegría
humillado,,Tristeza
guardería ,,Alegría
guardería ,,Confianza
guardería ,,
muñeca ,,Alegría
muñeca ,,
pastelería ,,Alegría
luciérnaga ,,Alegría
cámping ,,Alegría
cámping ,,
huerta ,,Alegría
cordero,,Alegría
cordero,,Confianza
jardines ,,Alegría
castillo ,,Alegría
castillo ,,
ventoso,,Alegría
ventoso,,
gotas de lluvia ,,Alegría
la música country ,,Alegría
era hora ,,Alegría
enérgico ,,Alegría
enseñar ,,Alegría
enseñar ,,Sorpresa
enseñar ,,Confianza
fo ,,Alegría
reggae ,,Alegría
mucis ,,Alegría
siesta ,,Alegría
siesta ,,
vernal ,,Alegría
luces ,,Alegría
ahorrar ,,Alegría
ahorrar ,,Confianza
pastor,,Alegría
pastor,,Confianza
pastor,,Alegría
pastor,,Confianza
un día ,,Alegría
árboles ,,Alegría
simetría ,,Alegría
simetría ,,Confianza
sagrada escritura ,,Alegría
sagrada escritura ,,Confianza
montañas ,,Alegría
para caminar ,,Alegría
blancura ,,Alegría
personalizado,,Alegría
personalizado,,
antepasados ,,Alegría
antepasados ,,Confianza
sensiblero,,Alegría
sensiblero,,
té ,,Alegría
ruta ,,Alegría
ruta ,,
baño ,,Alegría
baño ,,
baño ,,
baño ,,
hacia adelante ,,Alegría
casa de muñecas ,,Alegría
seguidor,,Alegría
seguidor,,Confianza
seguidor,,Confianza
escarchado,,Alegría
escarchado,,
invernal ,,Alegría
almuerzo,,Alegría
servicio ,,Alegría
civilizado,,Alegría
civilizado,,Confianza
salarios ,,Alegría
diciembre ,,Alegría
bañera ,,Alegría
paseo ,,Alegría
paseo ,,
paseo ,,
chai ,,Alegría
rotura ,,Alegría
rotura ,,Sorpresa
rotura ,,Tristeza
reproductivo,,Alegría
asequible ,,Alegría
asequible ,,
menta ,,Alegría
menta ,,
menta ,,
medido,,Alegría
medido,,Confianza
ciencia ficción ,,Alegría
spaniel ,,Alegría
spaniel ,,Confianza
cancioneta ,,Alegría
aceites ,,Alegría
burbuja ,,Alegría
broncearse ,,Alegría
sencillo,,Alegría
cerveza ,,Alegría
verde ,,Alegría
verde ,,Confianza
libros ,,Alegría
autobuses ,,Alegría
haciendo discípulos ,,Alegría
perro chino ,,Alegría
flujos ,,Alegría
silencio ,,Alegría
silencio ,,
silencio ,,
vino ,,Alegría
vino ,,
circunstancias ,,Alegría
circunstancias ,,Confianza
librería ,,Alegría
librería ,,
coche de turismo ,,Alegría
coche de turismo ,,Confianza
japón,,Alegría
crítico,,Alegría
crítico,,
crítico,,
crítico,,
desatar ,,Alegría
desatar ,,
arena ,,Alegría
arena ,,Confianza
arena ,,
viento ,,Alegría
clásico,,Alegría
clásico,,
clásico,,
lago ,,Alegría
lago ,,
vivienda ,,Alegría
vivienda ,,
estanque ,,Alegría
latté ,,Alegría
médula ,,Alegría
médula ,,Confianza
médula ,,Confianza
chapotear ,,Alegría
chapotear ,,
benigno,Alegría,Alegría
mayoria ,,Alegría
mayoria ,,Confianza
hoja ,,Alegría
nubes ,,Alegría
nubes ,,Tristeza
explosiones ,,Alegría
martes ,,Alegría
ternero ,,Alegría
ternero ,,Confianza
infelicidad ,,Alegría
infelicidad ,,Tristeza
sesenta ,,Alegría
luto ,,Tristeza
trágico,,Tristeza
devastado,,Tristeza
fallecido,,Tristeza
fallecido,,Tristeza
llanto ,,Tristeza
llanto ,,Tristeza
nacimiento de un niño muerto ,,Tristeza
traicionado,,Tristeza
funeral ,,Tristeza
nacido muerto ,,Tristeza
mórbido,Repulsión,Tristeza
llorar ,,Tristeza
llorar ,,Tristeza
llorar ,,Tristeza
llorar ,,
desafortunadamente ,,Tristeza
desafortunadamente ,,Tristeza
pérdida de niños ,,Tristeza
saddens ,,Tristeza
hambruna ,,Tristeza
inhumanidad ,,Tristeza
perecido,,Tristeza
corazón roto ,,Tristeza
desalentador,,Tristeza
desalentador,,Tristeza
desalentador,,
desalentador,,
enterrar ,,Tristeza
enterrar ,,Tristeza
condolencia ,,Tristeza
penosamente ,,Tristeza
derrotado,,Tristeza
derrotado,,Confianza
depresivo,Tristeza,Tristeza
arrepentido,,Tristeza
arrepentido,,
abismal ,,Tristeza
tristemente ,,Tristeza
apático,,Tristeza
apático,,Tristeza
alienado,,Tristeza
vacío ,,Tristeza
llorado,,Tristeza
rasgado,,Tristeza
calamidad ,,Tristeza
obit ,,Tristeza
obit ,,Sorpresa
extinto,,Tristeza
aislar ,,Tristeza
aislamiento ,,Tristeza
aislamiento ,,Confianza
la vida apesta ,,Tristeza
vdo ,,Tristeza
sollozo ,,Tristeza
hospicio ,,Tristeza
viudo ,,Tristeza
solo para siempre ,,Tristeza
tumuloso ,,Tristeza
arrepentido ,,Tristeza
arrepentido ,,Tristeza
echándote de menos ,,Tristeza
obituario ,,Tristeza
deprimido ,,Tristeza
descompuesto,,Tristeza
abortivo,,Tristeza
estéril ,,Tristeza
estéril ,,Tristeza
lágrima ,,Tristeza
de mierda ,,Tristeza
de mierda ,,
desolado,,Tristeza
lamentando ,,Tristeza
discapacidad ,,Tristeza
esterilidad ,,Tristeza
sudario ,,Tristeza
terriblemente ,,Tristeza
lamentable ,,Tristeza
lamentable ,,Tristeza
lamentable ,,
lamentable ,,
mausoleo ,,Tristeza
terminar ,,Tristeza
terminar ,,
perdió ,,Tristeza
póstumo,,Tristeza
demolido,,Tristeza
decepcionante ,,Tristeza
no deseado ,,Tristeza
no deseado ,,
cremación ,,Tristeza
melancolía ,,Tristeza
desleal ,,Tristeza
desleal ,,
solo,Tristeza,Tristeza
nada ,,Tristeza
nada ,,
nada ,,
nada ,,
nada ,,
remordimiento ,,Tristeza
petloss ,,Tristeza
desmoronamiento ,,Tristeza
condolencias ,,Tristeza
cautiverio ,,Tristeza
privado,,Tristeza
privado,,Confianza
privado,,
privado,,
sombrío,Tristeza,Tristeza
sombrío,Tristeza,Tristeza
sombrío,Tristeza,Tristeza
melancólico,Tristeza,Tristeza
melancólico,Tristeza,
indispuesto,,Tristeza
indispuesto,,
denegado,,Tristeza
denegado,,Confianza
daños y perjuicios ,,Tristeza
pobre ,,Tristeza
pobre ,,
pobre ,,
día triste ,,Tristeza
urna ,,Tristeza
expirar ,,Tristeza
salido,,Tristeza
pena ,,Tristeza
te echo de menos ,,Tristeza
rendido,,Tristeza
monumento ,,Tristeza
monumento ,,
malestar ,,Tristeza
resignación ,,Tristeza
resignación ,,Sorpresa
bummed ,,Tristeza
oscuro,Tristeza,Tristeza
oscuro,Tristeza,
oscuro,Tristeza,
oscuro,Tristeza,
enterrador ,,Tristeza
réquiem ,,Tristeza
dolorosamente ,,Tristeza
epitafio ,,Tristeza
consola ,,Tristeza
difunto,,Tristeza
marchitar ,,Tristeza
marchitar ,,
marchitar ,,
ceguera ,,Tristeza
debilidad ,,Tristeza
debilidad ,,Confianza
debilidad ,,
no correspondido ,,Tristeza
negativo,,Tristeza
desalojar ,,Tristeza
hecho un desastre ,,Tristeza
cansado,,Tristeza
cansado,,
cansado,,
drogado,,Tristeza
crónico,,Tristeza
citomegalovirus ,,Tristeza
incomodidad ,,Tristeza
apagador,,Tristeza
imposible ,,Tristeza
mendigar ,,Tristeza
mendigar ,,
fragilidad ,,Tristeza
gastado,,Tristeza
cansancio ,,Tristeza
inadecuado,,Tristeza
inadecuado,,
más bajo ,,Tristeza
más bajo ,,Tristeza
caer ,,Tristeza
excluido ,,Tristeza
raído,,Tristeza
infamia ,,Tristeza
menguar ,,Tristeza
gravemente ,,Tristeza
refugiado,,Tristeza
inhóspito,,Tristeza
incapacidad ,,Tristeza
incapacidad ,,
zona de las calmas ecuatoriales ,,Tristeza
fruncir el ceño ,,Tristeza
memoriales ,,Tristeza
agridulce ,,Tristeza
cayó ,,Tristeza
perplejidad ,,Tristeza
perplejidad ,,
anulación ,,Tristeza
anulación ,,
mal día ,,Tristeza
fútil ,,Tristeza
desconectado,,Tristeza
cancelación ,,Tristeza
prohibir ,,Tristeza
prohibir ,,
compadecerse ,,Tristeza
absceso ,,Tristeza
pensativo,,Tristeza
ausente ,,Tristeza
ausente ,,Tristeza
ausente ,,
despedida ,,Tristeza
letargo ,,Tristeza
disminuir ,,Tristeza
disminuir ,,
disminuir ,,
emocional ,,Tristeza
drenaje ,,Tristeza
drenaje ,,
último día ,,Tristeza
desventaja ,,Tristeza
desventaja ,,
desviación ,,Tristeza
desviación ,,Sorpresa
desapasionado,,Tristeza
descendente ,,Tristeza
mendigo,,Tristeza
dificultades ,,Tristeza
monótono,,Tristeza
monótono,,
monótono,,
sometido,,Tristeza
sometido,,
fatigado,,Tristeza
azul ,,Tristeza
needalife ,,Tristeza
avergonzar ,,Tristeza
nudo corredizo ,,Tristeza
débil ,,Tristeza
débil ,,Tristeza
deuda ,,Tristeza
si solo ,,Tristeza
exhausto,,Tristeza
ruda ,,Tristeza
monzón ,,Tristeza
jaula ,,Tristeza
jaula ,,
geriátrico ,,Tristeza
despojos mortales ,,Tristeza
chupar ,,Tristeza
chupar ,,
canguelo ,,Tristeza
nublado,,Tristeza
nublado,,Tristeza
nublado,,Tristeza
descalificar ,,Tristeza
disipar ,,Tristeza
de despedida ,,Tristeza
simpatía ,,Tristeza
pedir disculpas ,,Tristeza
pedir disculpas ,,Confianza
infructuoso,,Tristeza
lastimero,Tristeza,Tristeza
fracasado,,Tristeza
estorbador ,,Tristeza
corcho ,,Tristeza
corcho ,,
entumecimiento ,,Tristeza
revelación ,,Tristeza
revelación ,,
a ciegas ,,Tristeza
incómodo,,Tristeza
incómodo,,
incómodo,,
no inspirado ,,Tristeza
atenuación ,,Tristeza
atenuación ,,
surco ,,Tristeza
manchado ,,Tristeza
manchado ,,
manchado ,,
inaceptable ,,Tristeza
licencia ,,Tristeza
licencia ,,Sorpresa
licencia ,,
no reconocido ,,Tristeza
obrero temporal ,,Tristeza
apenas ,,Tristeza
apenas ,,
compromiso ,,Tristeza
compromiso ,,
compromiso ,,
compromiso ,,
evanescencia ,,Tristeza
evanescencia ,,Sorpresa
error ,,Tristeza
error ,,Tristeza
encubrir ,,Tristeza
confesar ,,Tristeza
confesar ,,Confianza
pobre de mí ,,Tristeza
migraña ,,Tristeza
arrugado,,Tristeza
aburrido,,Tristeza
aburrido,,
aburrido,,
aburrido,,
aburrido,,
muy frío ,,Tristeza
retrasar ,,Tristeza
ermitaño,,Tristeza
ermitaño,,Confianza
moviente ,,Tristeza
sin importancia ,,Tristeza
negro,Tristeza,Tristeza
negro,Tristeza,Tristeza
negro,Tristeza,
abajo ,Tristeza,Tristeza
abajo ,Tristeza,
estar a pie ,,Tristeza
excluyendo ,,Tristeza
con cansancio ,,Tristeza
apatía ,,Tristeza
jurisprudencia ,,Tristeza
flojo,,Tristeza
flojo,,
eternidad ,,Tristeza
deriva ,,Tristeza
deriva ,,
partida ,,Tristeza
emociones mezcladas ,,Tristeza
poco realista ,,Tristeza
tergiversación ,,Tristeza
restringir ,,Tristeza
estancado,,Tristeza
nosun ,,Tristeza
remanso ,,Tristeza
pino ,,Tristeza
trabajado,,Tristeza
crédulo,,Tristeza
crédulo,,Confianza
crédulo,,
anclaje ,,Tristeza
mayor ,,Tristeza
mayor ,,Confianza
mayor ,,
mayor ,,
incompleto,,Tristeza
incompleto,,
deseducado ,,Tristeza
día lluvioso ,,Tristeza
necesidad ,,Tristeza
aburrimiento ,,Tristeza
poco interesante ,,Tristeza
cancelar ,,Tristeza
brumoso,,Tristeza
brumoso,,
neblinoso,,Tristeza
pálido,,Tristeza
hueco,,Tristeza
lluvioso,,Tristeza
desinteresado,,Tristeza
desinteresado,,
fondo ,,Tristeza
fondo ,,
fondo ,,
rápido ,,Tristeza
limosna ,,Tristeza
boooo ,,Tristeza
albardilla ,,Tristeza
cocaína ,,Tristeza
árido,,Tristeza
canoso,,Tristeza
esguince ,,Tristeza
lento,,Tristeza
lento,,
asqueroso ,,Tristeza
frío,Miedo,Tristeza
frío,Tristeza,Tristeza
frío,Miedo,Tristeza
frío,Tristeza,Tristeza
falto,,Tristeza
meh ,,Tristeza
rumor ,,Tristeza
inválido,,Tristeza
ternera ,,Tristeza
ternera ,,Confianza
estante ,,Tristeza
estante ,,
interrumpido,,Tristeza
banda ,,Tristeza
banda ,,
savia ,,Tristeza
sobrecarga ,,Tristeza
dividido,,Tristeza
recuerdos ,,Tristeza
sin nieve ,,Tristeza
lluvia ,,Tristeza
lluvia ,,
intitulado,,Tristeza
malas hierbas ,,Tristeza
bufido ,,Tristeza
inconsecuente ,,Tristeza
emo ,,Tristeza
perrera ,,Tristeza
manso,,Tristeza
fantástico,Sorpresa,Tristeza
fantástico,Sorpresa,
margen ,,Tristeza
tarde ,,Tristeza
tarde ,,
abucheo ,,Tristeza
motivador,,Tristeza
cabaña ,,Tristeza
cabaña ,,
cabaña ,,
ovación ,,Tristeza
reliquia ,,Tristeza
reliquia ,,
sofá ,,Tristeza
sofá ,,
servilleta ,,Tristeza
nutritivo,,Tristeza
nutritivo,,
asombrar ,,Sorpresa
asombrar ,,Sorpresa
asombrar ,,Sorpresa
espantosamente ,,Sorpresa
sorprendente ,,Sorpresa
sorprendido,,Sorpresa
sorprendido,,
atónito,Sorpresa,Sorpresa
deslumbrar ,,Sorpresa
inesperadamente ,,Sorpresa
repentinamente ,,Sorpresa
atemorizado,Miedo,Sorpresa
exclamar ,,Sorpresa
dejar estupefacto ,,Sorpresa
dumfound ,,Sorpresa
impredecible ,,Sorpresa
agobiante ,,Sorpresa
indignante ,,Sorpresa
errático,,Sorpresa
no imaginable ,,Sorpresa
bombardeo aéreo ,,Sorpresa
confundir ,,Sorpresa
confundir ,,
confundir ,,
petrificar ,,Sorpresa
estupefacción ,,Sorpresa
repentino,Sorpresa,Sorpresa
no anticipado ,,Sorpresa
jadeante ,,Sorpresa
jadear ,,Sorpresa
jadear ,,
aturdir ,,Sorpresa
electrizar ,,Sorpresa
imprevisto,,Sorpresa
imprevisto,,
abrupto,,Sorpresa
aumento ,,Sorpresa
aumento ,,
aumento ,,
aumento ,,
sin precedentes ,,Sorpresa
dumfunder ,,Sorpresa
increíble ,,Sorpresa
increíble ,,
increíble ,,
increíble ,,
increíble ,,
sorprendentes ,,Sorpresa
accidentalmente ,,Sorpresa
derrocar ,,Sorpresa
nada suspicaz ,,Sorpresa
no intentado ,,Sorpresa
hechizado,,Sorpresa
improvisación ,,Sorpresa
mirar boquiabierto ,,Sorpresa
truco ,,Sorpresa
truco ,,
truco ,,
inimaginable ,,Sorpresa
rapidez ,,Sorpresa
rapidez ,,
chapoteo ,,Sorpresa
estupor ,,Sorpresa
estupendo,Alegría,Sorpresa
estupendo,Sorpresa,Sorpresa
estupendo,Alegría,
estupendo,Sorpresa,
al azar ,,Sorpresa
al azar ,,
casualidad ,,Sorpresa
extraño ,,Sorpresa
tambalear ,,Sorpresa
prematuro,,Sorpresa
prematuro,,
dinámico,,Sorpresa
dinámico,,
descubrir ,,Sorpresa
descubrir ,,
reaparecer ,,Sorpresa
fascinar ,,Sorpresa
taumaturgia ,,Sorpresa
aturdimiento ,,Sorpresa
maravilla ,,Sorpresa
estocada ,,Sorpresa
espejismo ,,Sorpresa
espejismo ,,
sensación ,,Sorpresa
engancharse ,,Sorpresa
inmediación ,,Sorpresa
no descubierto ,,Sorpresa
a hurtadillas ,,Sorpresa
música pop ,,Sorpresa
involuntariamente ,,Sorpresa
reflejo,,Sorpresa
infrecuente ,,Sorpresa
señuelo ,,Sorpresa
señuelo ,,
coger ,,Sorpresa
camuflaje ,,Sorpresa
variable ,,Sorpresa
horda ,,Sorpresa
subestimar ,,Sorpresa
mago,,Sorpresa
inexpresable ,,Sorpresa
incidente ,,Sorpresa
papar moscas ,,Sorpresa
sin defensa ,,Sorpresa
rápido,,Sorpresa
rápido,,
rápido,,
rápido,,
rápido,,
rápido,,
coincidencia ,,Sorpresa
subyo ,,Sorpresa
divergente ,,Sorpresa
deslizar ,,Sorpresa
sobreestimar ,,Sorpresa
alrededor ,,Sorpresa
alrededor ,,
tal vez ,,Sorpresa
involuntario,,Sorpresa
involuntario,,
fascinación ,,Sorpresa
sigilo ,,Sorpresa
originalidad ,,Sorpresa
enigma ,,Sorpresa
enigma ,,
azogue ,,Sorpresa
juicio ,,Sorpresa
juicio ,,Confianza
juicio ,,Confianza
juicio ,,
elusivo,,Sorpresa
secreto ,,Sorpresa
secreto ,,Confianza
burlesco,,Sorpresa
incontinencia ,,Sorpresa
peri ,,Sorpresa
hermafrodita ,,Sorpresa
camuflado,,Sorpresa
místico,,Sorpresa
místico,,
aplazamiento ,,Sorpresa
aplazamiento ,,
modificar ,,Sorpresa
prodigioso,Sorpresa,Sorpresa
captura ,,Sorpresa
incapactivo ,,Sorpresa
ocasional ,,Sorpresa
diferentemente ,,Sorpresa
palpable ,,Sorpresa
polaridad ,,Sorpresa
mirar fijamente ,,Sorpresa
somático,,Sorpresa
admirar ,,Sorpresa
admirar ,,Confianza
mimetismo ,,Sorpresa
cartel ,,Sorpresa
cartel ,,
pureza ,,Sorpresa
particularmente ,,Sorpresa
boca ,,Sorpresa
cable ,,Sorpresa
cable ,,
cable ,,
firme ,,Sorpresa
firme ,,Confianza
firme ,,Confianza
firme ,,
firme ,,
confiado,Alegría,Confianza
confiable ,,Confianza
confiable ,,
verdad ,,Confianza
honor ,,Confianza
honestidad ,,Confianza
de confianza ,,Confianza
de confianza ,,Confianza
veraz ,,Confianza
fraternidad ,,Confianza
fraternidad ,,
fraternidad ,,
confiar ,,Confianza
confiar ,,Confianza
confiar ,,Confianza
confiar ,,
credibilidad ,,Confianza
integridad ,,Confianza
integridad ,,
honorable ,,Confianza
lealtad ,,Confianza
lealtad ,,Confianza
camaradería ,,Confianza
camaradería ,,
responsable ,,Confianza
responsable ,,Confianza
responsable ,,
verificación ,,Confianza
cooperativo,,Confianza
juramento ,,Confianza
creíble ,,Confianza
creíble ,,
respetable ,,Confianza
verificado,,Confianza
respetado,,Confianza
autenticación ,,Confianza
custodia ,,Confianza
custodia ,,Confianza
custodia ,,
fideicomisos ,,Confianza
acreditado,,Confianza
fiabilidad ,,Confianza
aprobación ,,Confianza
aprobación ,,Confianza
aprobación ,,Confianza
aprobación ,,
aliado,,Confianza
aliado,,Confianza
aconsejado,,Confianza
salvaguardia ,,Confianza
estable ,,Confianza
amistades ,,Confianza
saludos ,,Confianza
probado,,Confianza
aceptación ,,Confianza
aceptación ,,Confianza
confirmación ,,Confianza
proteger ,,Confianza
proteger ,,
proteger ,,
seguridades ,,Confianza
respetuoso,Alegría,Confianza
fideicomisario,,Confianza
hecho ,,Confianza
hecho ,,
confidencialmente ,,Confianza
creyente ,,Confianza
creyente ,,Confianza
credencial ,,Confianza
socios,,Confianza
convenio ,,Confianza
autenticar ,,Confianza
virtud ,,Confianza
dedicación ,,Confianza
cooperando ,,Confianza
cooperación ,,Confianza
cooperación ,,
determinación ,,Confianza
simple ,,Confianza
consistencia ,,Confianza
tutela ,,Confianza
tutela ,,Confianza
mentor,,Confianza
inocente ,,Confianza
inocente ,,
protegido,,Confianza
protegido,,
compasivo,Alegría,Confianza
compasivo,Tristeza,Confianza
certificado,,Confianza
hábil ,,Confianza
hábil ,,
hábil ,,
hábil ,,
unido,,Confianza
aprobatorio,Alegría,Confianza
guardaespaldas ,,Confianza
coraje ,,Confianza
pacto ,,Confianza
pacto ,,Confianza
explicable ,,Confianza
indestructible ,,Confianza
guia ,,Confianza
justificable ,,Confianza
competente ,,Confianza
competente ,,Confianza
competente ,,
valor ,,Confianza
valor ,,
valor ,,
asesor,,Confianza
asesor,,Confianza
monogamia ,,Confianza
autenticidad ,,Confianza
creído,,Confianza
comprensión ,,Confianza
comprensión ,,
comprensión ,,
solidez ,,Confianza
pericia ,,Confianza
confirmado,,Confianza
confirmado,,
confidencial ,,Confianza
más fuerte ,,Confianza
profesional ,,Confianza
profesional ,,
abuelo ,,Confianza
abuelo ,,
abuelo ,,
indivisible ,,Confianza
diligencia ,,Confianza
diligencia ,,
líder ,,Confianza
de acuerdo ,,Confianza
afirmar ,,Confianza
afirmar ,,
afirmar ,,
ancianos,,Confianza
oficial ,,Confianza
oficial ,,Confianza
oficial ,,Confianza
protector,,Confianza
protector,,Confianza
protector,,
impecable ,,Confianza
impecable ,,Confianza
cohesivo,,Confianza
enciclopedia ,,Confianza
aceptado,,Confianza
aceptado,,Confianza
inquebrantable ,,Confianza
inquebrantable ,,
inteligente ,,Confianza
inteligente ,,
inteligente ,,
inteligente ,,
cree ,,Confianza
autorizado,,Confianza
defensor,,Confianza
defensor,,Confianza
equipo ,,Confianza
equipo ,,
equipo ,,
equipo ,,
autoridad ,,Confianza
secundario,,Confianza
secundario,,
atestación ,,Confianza
discípulo,,Confianza
responsabilidad ,,Confianza
responsabilidad ,,
responsabilidad ,,
embajador,,Confianza
comunicar ,,Confianza
mérito ,,Confianza
aceptar ,,Confianza
especialista ,,Confianza
especialista ,,
guía ,,Confianza
guía ,,Confianza
guía ,,
guía ,,
hechos ,,Confianza
constancia ,,Confianza
estructura ,,Confianza
familiar ,,Confianza
familiar ,,
familiar ,,
apoyos ,,Confianza
defendido,,Confianza
acordado,,Confianza
noble ,,Confianza
noble ,,Confianza
camarada ,,Confianza
camarada ,,
ciertamente ,,Confianza
solidaridad ,,Confianza
acepta ,,Confianza
aconsejable ,,Confianza
académico,,Confianza
hermano ,,Confianza
hermano ,,Confianza
ayudar ,,Confianza
incondicionalmente ,,Confianza
valioso,,Confianza
valioso,,
asegurar ,,Confianza
asegurar ,,Confianza
legal ,,Confianza
legal ,,Confianza
concienzudo,,Confianza
profesor,,Confianza
profesor,,Confianza
relaciones ,,Confianza
principal ,,Confianza
principal ,,Confianza
principal ,,
principal ,,
principal ,,
establecer ,,Confianza
benefactor,Alegría,Confianza
ordenado,,Confianza
ordenado,,
ordenado,,
ordenado,,
ordenado,,
verdadero,,Confianza
verdadero,,
durabilidad ,,Confianza
coexistir ,,Confianza
crédito ,,Confianza
crédito ,,Confianza
endosar ,,Confianza
homenaje ,,Confianza
importante ,,Confianza
importante ,,
conciencia ,,Confianza
conciencia ,,Confianza
conciencia ,,
legitimidad ,,Confianza
más profundo ,,Confianza
autorizar ,,Confianza
autorizar ,,
convincente ,,Confianza
convincente ,,Confianza
convincente ,,
bombero ,,Confianza
creencias ,,Confianza
preciso,,Confianza
preciso,,
profundo,,Confianza
profundo,,
autorización ,,Confianza
autorización ,,Confianza
cátedra ,,Confianza
comunicación ,,Confianza
certificar ,,Confianza
respecto ,,Confianza
elogiar ,,Confianza
elogiar ,,Confianza
tranquilizar ,,Confianza
heroína ,,Confianza
intachable ,,Confianza
racional ,,Confianza
refugio ,,Confianza
refugio ,,Confianza
constantemente ,,Confianza
atento,Miedo,Confianza
evangelio ,,Confianza
corroborar ,,Confianza
cualidades ,,Confianza
base ,,Confianza
base ,,Confianza
base ,,
base ,,
acuerdo ,,Confianza
fundamental ,,Confianza
fundamental ,,
considerado,,Confianza
considerado,,Confianza
civilización ,,Confianza
purificación ,,Confianza
patrón,,Confianza
patrón,,
notario,,Confianza
notario,,
mayordomo ,,Confianza
mayordomo ,,Confianza
recomendar ,,Confianza
definitivo,,Confianza
niñero,,Confianza
vetado ,,Confianza
testigo ,,Confianza
experimentado,,Confianza
guardado ,,Confianza
monja ,,Confianza
identificar ,,Confianza
bravo,Enojo,Confianza
incuestionable ,,Confianza
pilar ,,Confianza
fortalecer ,,Confianza
enfermero,,Confianza
almirante ,,Confianza
eminencia ,,Confianza
elogio ,,Confianza
dotación ,,Confianza
equitativamente ,,Confianza
complementario,,Confianza
abiertamente ,,Confianza
filantrópico,,Confianza
regente,,Confianza
sabio,,Confianza
indefectible ,,Confianza
sobriedad ,,Confianza
ayudante ,,Confianza
testimonio ,,Confianza
antigüedad ,,Confianza
padre ,,Confianza
educativo,,Confianza
agricultura ,,Confianza
enraizado,,Confianza
delegar ,,Confianza
firmeza ,,Confianza
por ley ,,Confianza
aclamación ,,Confianza
colectivamente ,,Confianza
lista de verificación ,,Confianza
monje ,,Confianza
dar fe ,,Confianza
constitucional ,,Confianza
designacion ,,Confianza
tribu ,,Confianza
imparcialidad ,,Confianza
coexistiendo ,,Confianza
incontestable ,,Confianza
vertical ,,Confianza
irrefutable ,,Confianza
abrigo ,,Confianza
comandante ,,Confianza
autoritario,,Confianza
filántropo ,,Confianza
juez,,Confianza
