001-PR-00679.txt: ([('NEG', 0.5070552585219643), ('NEU', 0.4826250211043917), ('POS', 0.010319720373643957)])
225-VI-00048.txt: ([('NEG', 0.6128777493062201), ('NEU', 0.38413234403376223), ('POS', 0.0029899066600176487)])
225-VI-00049.txt: ([('NEG', 0.5500424858268762), ('NEU', 0.43501478969700885), ('POS', 0.014942724476114914)])
225-VI-00051.txt: ([('NEG', 0.5592179267174897), ('NEU', 0.432756877241471), ('POS', 0.008025196041039266)])
225-VI-00060.txt: ([('NEG', 0.6466810446330732), ('NEU', 0.3168114005342058), ('POS', 0.03650755483272099)])
225-VI-00063.txt: ([('NEG', 0.43943490524638074), ('NEU', 0.5059112093919739), ('POS', 0.0546538853616454)])
225-VI-00065.txt: ([('NEG', 0.7038140701964253), ('NEU', 0.2598023266633225), ('POS', 0.03638360314025223)])
226-VI-00004.txt: ([('NEG', 0.5630331900925436), ('NEU', 0.4188493035227314), ('POS', 0.01811750638472497)])
226-VI-00005.txt: ([('NEG', 0.7668761199417743), ('NEU', 0.21561286413080627), ('POS', 0.0175110159274194)])
227-VI-00002.txt: ([('NEG', 0.482609578745122), ('NEU', 0.48850400106950975), ('POS', 0.028886420185368248)])
227-VI-00008.txt: ([('NEG', 0.7117773184294224), ('NEU', 0.2577204102694427), ('POS', 0.030502271301134937)])
227-VI-00017.txt: ([('NEG', 0.5295244206954548), ('NEU', 0.46013772319150764), ('POS', 0.010337856113037513)])
227-VI-00018.txt: ([('NEG', 0.5793421174302873), ('NEU', 0.42065788256971265), ('POS', 0.0)])
227-VI-00038.txt: ([('NEG', 0.779599595183169), ('NEU', 0.20309835148392813), ('POS', 0.017302053332902877)])
227-VI-00039.txt: ([('NEG', 0.5716488314263395), ('NEU', 0.3923326298735827), ('POS', 0.03601853870007783)])
227-VI-00043.txt: ([('NEG', 0.7264777110492643), ('NEU', 0.2605141219732998), ('POS', 0.013008166977435861)])
227-VI-00047.txt: ([('NEG', 0.6032380505861669), ('NEU', 0.37489780655202726), ('POS', 0.021864142861805817)])
227-VI-00048.txt: ([('NEG', 0.38274152657684946), ('NEU', 0.6072374971447464), ('POS', 0.010020976278404136)])
227-VI-00057.txt: ([('NEG', 0.659697751858731), ('NEU', 0.2715697377364353), ('POS', 0.06873251040483369)])
227-VI-00059.txt: ([('NEG', 0.4535642519307444), ('NEU', 0.5035325242375784), ('POS', 0.04290322383167712)])
227-VI-00062.txt: ([('NEG', 0.4916082836037021), ('NEU', 0.47837091623777933), ('POS', 0.030020800158518577)])
227-VI-00068.txt: ([('NEG', 0.4607256410880075), ('NEU', 0.514327195173391), ('POS', 0.024947163738601535)])
227-VI-00077.txt: ([('NEG', 0.4172732114949164), ('NEU', 0.5718010281724366), ('POS', 0.01092576033264696)])
228-AA-00001.txt: ([('NEG', 0.472506310617819), ('NEU', 0.508035713074399), ('POS', 0.019457976307782003)])
228-VI-00007.txt: ([('NEG', 0.6321571634329229), ('NEU', 0.3248137509908058), ('POS', 0.04302908557627126)])
228-VI-00010.txt: ([('NEG', 0.5695214525708719), ('NEU', 0.37763640554607175), ('POS', 0.052842141883056346)])
228-VI-00025.txt: ([('NEG', 0.5726166260789818), ('NEU', 0.4273833739210182), ('POS', 0.0)])
228-VI-00026.txt: ([('NEG', 0.6142422875939093), ('NEU', 0.32798228552417463), ('POS', 0.05777542688191606)])
228-VI-00028.txt: ([('NEG', 0.4007910279227075), ('NEU', 0.5992089720772925), ('POS', 0.0)])
228-VI-00038.txt: ([('NEG', 0.6870298354213688), ('NEU', 0.29761380322417647), ('POS', 0.015356361354454846)])
228-VI-00046.txt: ([('NEG', 0.625828526419561), ('NEU', 0.37417147358043906), ('POS', 0.0)])
228-VI-00068.txt: ([('NEG', 0.5090227030234239), ('NEU', 0.39865987289210564), ('POS', 0.09231742408447041)])
228-VI-00071.txt: ([('NEG', 0.6420180052473611), ('NEU', 0.25252158810898606), ('POS', 0.10546040664365289)])
229-AA-00001.txt: ([('NEG', 0.5098236455561741), ('NEU', 0.4715127614577099), ('POS', 0.01866359298611599)])
229-VI-00001.txt: ([('NEG', 0.35507995348474797), ('NEU', 0.5812761687885892), ('POS', 0.06364387772666272)])
229-VI-00004.txt: ([('NEG', 0.5405217151301202), ('NEU', 0.42860555817297613), ('POS', 0.030872726696903774)])
229-VI-00011.txt: ([('NEG', 0.5748961455534125), ('NEU', 0.41361836202887037), ('POS', 0.011485492417717128)])
229-VI-00012.txt: ([('NEG', 0.5475946333182345), ('NEU', 0.40968156856592153), ('POS', 0.04272379811584389)])
229-VI-00015.txt: ([('NEG', 0.4849042126503391), ('NEU', 0.4803432591178213), ('POS', 0.03475252823183963)])
229-VI-00050.txt: ([('NEG', 0.3037084315522795), ('NEU', 0.6239156183561463), ('POS', 0.0723759500915742)])
229-VI-00052.txt: ([('NEG', 0.6629022080835466), ('NEU', 0.33709779191645345), ('POS', 0.0)])
229-VI-00065.txt: ([('NEG', 0.40790164402826096), ('NEU', 0.5262739844953667), ('POS', 0.06582437147637236)])
229-VI-00066.txt: ([('NEG', 0.3817757998499976), ('NEU', 0.5574776411364395), ('POS', 0.06074655901356286)])
229-VI-00070.txt: ([('NEG', 0.5954512965393339), ('NEU', 0.3666881205278061), ('POS', 0.037860582932859974)])
229-VI-00081.txt: ([('NEG', 0.5618454488278706), ('NEU', 0.4169590511144259), ('POS', 0.021195500057703546)])
229-VI-00086.txt: ([('NEG', 0.607681292334915), ('NEU', 0.3290879066792927), ('POS', 0.06323080098579234)])
229-VI-00100.txt: ([('NEG', 0.6338392576400175), ('NEU', 0.33869244157368594), ('POS', 0.02746830078629658)])
229-VI-00103.txt: ([('NEG', 0.49348390303055484), ('NEU', 0.4785614450739435), ('POS', 0.027954651895501694)])
229-VI-00128.txt: ([('NEG', 0.6299008764088033), ('NEU', 0.33111543848019204), ('POS', 0.038983685111004605)])
229-VI-00131.txt: ([('NEG', 0.6349539935626131), ('NEU', 0.33803887797049514), ('POS', 0.027007128466891808)])
229-VI-00133.txt: ([('NEG', 0.6192152165619946), ('NEU', 0.21689179124592683), ('POS', 0.1638929921920785)])
229-VI-00136.txt: ([('NEG', 0.5538244682827432), ('NEU', 0.4125868708727756), ('POS', 0.03358866084448118)])
230-AA-00004.txt: ([('NEG', 0.4469377132870655), ('NEU', 0.5199872254469908), ('POS', 0.03307506126594364)])
230-PR-02003.txt: ([('NEG', 0.4733511629294406), ('NEU', 0.4793544808686941), ('POS', 0.04729435620186529)])
230-VI-00003.txt: ([('NEG', 0.6758776467186409), ('NEU', 0.3158844513314881), ('POS', 0.008237901949870922)])
230-VI-00021.txt: ([('NEG', 0.5396205714017934), ('NEU', 0.40019437807923425), ('POS', 0.0601850505189724)])
230-VI-00027.txt: ([('NEG', 0.47184789594464865), ('NEU', 0.5200531242953671), ('POS', 0.008098979759984238)])
230-VI-00033.txt: ([('NEG', 0.6274392560024051), ('NEU', 0.3355539962688667), ('POS', 0.03700674772872815)])
230-VI-00051.txt: ([('NEG', 0.32924759020514094), ('NEU', 0.6707524097948591), ('POS', 0.0)])
230-VI-00076.txt: ([('NEG', 0.5580828946491647), ('NEU', 0.3695039166163201), ('POS', 0.07241318873451523)])
230-VI-00080.txt: ([('NEG', 0.6041695779600015), ('NEU', 0.3805711955575492), ('POS', 0.015259226482449303)])
230-VI-00081.txt: ([('NEG', 0.65410340149005), ('NEU', 0.3309185007570246), ('POS', 0.014978097752925365)])
230-VI-00083.txt: ([('NEG', 0.41794797044525195), ('NEU', 0.536974075483771), ('POS', 0.045077954070977144)])
230-VI-00085.txt: ([('NEG', 0.4615051075767729), ('NEU', 0.505528075927004), ('POS', 0.032966816496223114)])
230-VI-00086.txt: ([('NEG', 0.47326875213870917), ('NEU', 0.4883102748662664), ('POS', 0.03842097299502442)])
232-VI-00014.txt: ([('NEG', 0.42801467132869775), ('NEU', 0.5343563864765433), ('POS', 0.03762894219475895)])
232-VI-00022.txt: ([('NEG', 0.4039313777113778), ('NEU', 0.5750753666121392), ('POS', 0.020993255676482983)])
232-VI-00024.txt: ([('NEG', 0.35554677826218123), ('NEU', 0.5808510142684105), ('POS', 0.0636022074694083)])
232-VI-00026.txt: ([('NEG', 0.6761979814868248), ('NEU', 0.27615342345741356), ('POS', 0.04764859505576175)])
232-VI-00029.txt: ([('NEG', 0.385623852418967), ('NEU', 0.5856565658367285), ('POS', 0.028719581744304473)])
232-VI-00035.txt: ([('NEG', 0.5724734706734322), ('NEU', 0.3641811418662161), ('POS', 0.06334538746035163)])
232-VI-00047.txt: ([('NEG', 0.500840264005314), ('NEU', 0.46159964475975446), ('POS', 0.03756009123493149)])
232-VI-00048.txt: ([('NEG', 0.4425026258208227), ('NEU', 0.48847992878518454), ('POS', 0.06901744539399275)])
232-VI-00077.txt: ([('NEG', 0.4014464391115555), ('NEU', 0.5605469147274388), ('POS', 0.03800664616100577)])
233-CO-00111.txt: ([('NEG', 0.5963874718789735), ('NEU', 0.3886690551483771), ('POS', 0.014943472972649504)])
233-CO-00775.txt: ([('NEG', 0.37336674504592976), ('NEU', 0.6119573363461038), ('POS', 0.014675918607966413)])
233-EE-00082.txt: ([('NEG', 0.5613021813176654), ('NEU', 0.4120754882008729), ('POS', 0.02662233048146173)])
233-PR-02140.txt: ([('NEG', 0.5152821164131731), ('NEU', 0.4388114119766924), ('POS', 0.0459064716101345)])
233-PR-02222.txt: ([('NEG', 0.44776083087055174), ('NEU', 0.5204709749509497), ('POS', 0.03176819417849855)])
233-PR-02642.txt: ([('NEG', 0.5563727917591738), ('NEU', 0.3723581504342895), ('POS', 0.07126905780653674)])
233-PR-02892.txt: ([('NEG', 0.49780334979877106), ('NEU', 0.4423707762556182), ('POS', 0.05982587394561072)])
233-PR-02922.txt: ([('NEG', 0.5063543754078947), ('NEU', 0.43864733336495626), ('POS', 0.054998291227148964)])
233-PR-03085.txt: ([('NEG', 0.5013520180798272), ('NEU', 0.45661595305162145), ('POS', 0.042032028868551397)])
233-VI-00003.txt: ([('NEG', 0.4977357643087041), ('NEU', 0.4740694570191531), ('POS', 0.028194778672142796)])
233-VI-00004.txt: ([('NEG', 0.4805899898814775), ('NEU', 0.4867861551204985), ('POS', 0.03262385499802401)])
233-VI-00005.txt: ([('NEG', 0.7274350179510563), ('NEU', 0.2566961812610671), ('POS', 0.015868800787876638)])
234-PR-00993.txt: ([('NEG', 0.44948411746220357), ('NEU', 0.5171550988435724), ('POS', 0.03336078369422405)])
234-VI-00001.txt: ([('NEG', 0.4291145947484229), ('NEU', 0.5209915976032363), ('POS', 0.04989380764834083)])
235-AA-00001.txt: ([('NEG', 0.4150669477168243), ('NEU', 0.5620055060937945), ('POS', 0.02292754618938122)])
235-AA-00002.txt: ([('NEG', 0.395355706675762), ('NEU', 0.5950862557440978), ('POS', 0.009558037580140242)])
235-VI-00003.txt: ([('NEG', 0.5188586127070735), ('NEU', 0.4811413872929266), ('POS', 0.0)])
235-VI-00010.txt: ([('NEG', 0.42330409971161415), ('NEU', 0.5560057575516275), ('POS', 0.020690142736758302)])
235-VI-00019.txt: ([('NEG', 0.4345939265014513), ('NEU', 0.5584940635296596), ('POS', 0.006912009968889084)])
235-VI-00021.txt: ([('NEG', 0.3774204828516955), ('NEU', 0.6003116492338672), ('POS', 0.022267867914437384)])
236-VI-00001.txt: ([('NEG', 0.7969300913259635), ('NEU', 0.20306990867403657), ('POS', 0.0)])
236-VI-00004.txt: ([('NEG', 0.5453178513032253), ('NEU', 0.4546821486967747), ('POS', 0.0)])
236-VI-00005.txt: ([('NEG', 0.7841361133516799), ('NEU', 0.17155073854221475), ('POS', 0.044313148106105385)])
237-AA-00001.txt: ([('NEG', 0.4034676799500723), ('NEU', 0.573704844524257), ('POS', 0.022827475525670684)])
237-AA-00002.txt: ([('NEG', 0.4860300970155049), ('NEU', 0.478084719641884), ('POS', 0.03588518334261109)])
237-AA-00004.txt: ([('NEG', 0.32447306911197066), ('NEU', 0.64003488785283), ('POS', 0.03549204303519926)])
237-VI-00027.txt: ([('NEG', 0.6220497372463376), ('NEU', 0.35933982996624236), ('POS', 0.01861043278742004)])
237-VI-00036.txt: ([('NEG', 0.5483715192436236), ('NEU', 0.4036881127099584), ('POS', 0.04794036804641802)])
237-VI-00042.txt: ([('NEG', 0.5246824726495042), ('NEU', 0.3962094048262738), ('POS', 0.07910812252422206)])
237-VI-00043.txt: ([('NEG', 0.421367203464341), ('NEU', 0.5296499152100446), ('POS', 0.04898288132561446)])
237-VI-00045.txt: ([('NEG', 0.45477622689948777), ('NEU', 0.4543736309935239), ('POS', 0.09085014210698832)])
237-VI-00052.txt: ([('NEG', 0.5430189973222441), ('NEU', 0.4098433948590572), ('POS', 0.047137607818698676)])
237-VI-00056.txt: ([('NEG', 0.4692407432051573), ('NEU', 0.5159380927225895), ('POS', 0.014821164072253213)])
237-VI-00061.txt: ([('NEG', 0.5621534806690823), ('NEU', 0.3584295362851875), ('POS', 0.07941698304573014)])
237-VI-00066.txt: ([('NEG', 0.5625328947530602), ('NEU', 0.38886447897010273), ('POS', 0.048602626276837056)])
237-VI-00069.txt: ([('NEG', 0.6000955169617591), ('NEU', 0.3698913173317541), ('POS', 0.0300131657064867)])
237-VI-03006.txt: ([('NEG', 0.5612818640055736), ('NEU', 0.37053593373829785), ('POS', 0.06818220225612855)])
237-VI-03007.txt: ([('NEG', 0.46364203453734437), ('NEU', 0.4779468953867744), ('POS', 0.05841107007588126)])
238-VI-00006.txt: ([('NEG', 0.6787923458407219), ('NEU', 0.26510831561950843), ('POS', 0.05609933853976964)])
238-VI-00010.txt: ([('NEG', 0.5200143807096996), ('NEU', 0.455230800129627), ('POS', 0.024754819160673312)])
238-VI-00015.txt: ([('NEG', 0.5139284062853853), ('NEU', 0.45903292451688155), ('POS', 0.027038669197733147)])
238-VI-00030.txt: ([('NEG', 0.6065063395987855), ('NEU', 0.3779796952308139), ('POS', 0.015513965170400556)])
238-VI-00035.txt: ([('NEG', 0.5700229160935745), ('NEU', 0.4122888895258031), ('POS', 0.017688194380622427)])
238-VI-00044.txt: ([('NEG', 0.6271213305761992), ('NEU', 0.35470087789775173), ('POS', 0.01817779152604905)])
238-VI-00048.txt: ([('NEG', 0.6042532523988771), ('NEU', 0.3449447131824794), ('POS', 0.05080203441864356)])
238-VI-00052.txt: ([('NEG', 0.5281363769832798), ('NEU', 0.4131942196001166), ('POS', 0.05866940341660362)])
238-VI-00053.txt: ([('NEG', 0.44151930344968743), ('NEU', 0.5584806965503125), ('POS', 0.0)])
238-VI-00056.txt: ([('NEG', 0.5432278257766926), ('NEU', 0.43487636290252984), ('POS', 0.021895811320777545)])
238-VI-00057.txt: ([('NEG', 0.5149393971023838), ('NEU', 0.45606293303246503), ('POS', 0.028997669865151197)])
238-VI-00059.txt: ([('NEG', 0.45430987231066505), ('NEU', 0.5257332597623297), ('POS', 0.0199568679270053)])
238-VI-00062.txt: ([('NEG', 0.714867328265018), ('NEU', 0.23348240587189661), ('POS', 0.051650265863085416)])
239-CO-00327.txt: ([('NEG', 0.4331184151936719), ('NEU', 0.5505985253551193), ('POS', 0.01628305945120874)])
239-DC-00028.txt: ([('NEG', 0.38469540156853316), ('NEU', 0.6024287106498184), ('POS', 0.012875887781648417)])
239-PR-02677.txt: ([('NEG', 0.6241654348047827), ('NEU', 0.3595592155721773), ('POS', 0.01627534962304004)])
239-VI-00003.txt: ([('NEG', 0.578280811177732), ('NEU', 0.3816897086854285), ('POS', 0.040029480136839546)])
239-VI-00008.txt: ([('NEG', 0.49261210948263734), ('NEU', 0.41715125696393857), ('POS', 0.09023663355342411)])
239-VI-00012.txt: ([('NEG', 0.35568152063716), ('NEU', 0.6443184793628399), ('POS', 0.0)])
239-VI-00014.txt: ([('NEG', 0.5902330742264681), ('NEU', 0.3524021467753697), ('POS', 0.05736477899816216)])
239-VI-00015.txt: ([('NEG', 0.3789259860479882), ('NEU', 0.6210740139520118), ('POS', 0.0)])
239-VI-00016.txt: ([('NEG', 0.2674652046418184), ('NEU', 0.6821785658324688), ('POS', 0.050356229525712795)])
239-VI-00023.txt: ([('NEG', 0.5196234626845061), ('NEU', 0.4724958388437193), ('POS', 0.007880698471774599)])
240-AA-00001.txt: ([('NEG', 0.48840044792430315), ('NEU', 0.47329443947107136), ('POS', 0.038305112604625484)])
240-AA-00003.txt: ([('NEG', 0.35032086944321034), ('NEU', 0.6338301635630098), ('POS', 0.015848966993779842)])
240-AA-00004.txt: ([('NEG', 0.3426813348784227), ('NEU', 0.6530306866508049), ('POS', 0.00428797847077242)])
240-AA-00005.txt: ([('NEG', 0.6469936871381723), ('NEU', 0.33443336509715754), ('POS', 0.01857294776467014)])
240-AA-00006.txt: ([('NEG', 0.6935463106338771), ('NEU', 0.28360798999464687), ('POS', 0.022845699371476118)])
240-AA-00007.txt: ([('NEG', 0.5011466150100566), ('NEU', 0.48699086351474885), ('POS', 0.011862521475194465)])
240-AA-00008.txt: ([('NEG', 0.5546336482465501), ('NEU', 0.4453663517534499), ('POS', 0.0)])
240-AA-00013.txt: ([('NEG', 0.4375419120961614), ('NEU', 0.5546813565695201), ('POS', 0.007776731334318531)])
240-VI-00001.txt: ([('NEG', 0.37259122985753335), ('NEU', 0.5918678387266901), ('POS', 0.035540931415776494)])
241-AA-00001.txt: ([('NEG', 0.34829045445658896), ('NEU', 0.6270564736649766), ('POS', 0.02465307187843445)])
241-PR-00335.txt: ([('NEG', 0.49642000701586314), ('NEU', 0.49681467756441333), ('POS', 0.006765315419723539)])
241-PR-00336.txt: ([('NEG', 0.6742350626215486), ('NEU', 0.3094662724267055), ('POS', 0.016298664951745846)])
241-PR-00860.txt: ([('NEG', 0.49210114921006276), ('NEU', 0.4887841651268943), ('POS', 0.019114685663042898)])
241-PR-00903.txt: ([('NEG', 0.4037404405640313), ('NEU', 0.5591845920325019), ('POS', 0.03707496740346677)])
241-PR-00904.txt: ([('NEG', 0.6729802026259888), ('NEU', 0.3114314496427897), ('POS', 0.015588347731221601)])
241-PR-02199.txt: ([('NEG', 0.5385360564644726), ('NEU', 0.4614639435355274), ('POS', 0.0)])
241-VI-00002.txt: ([('NEG', 0.4992572395642269), ('NEU', 0.4867002695813767), ('POS', 0.014042490854396364)])
243-VI-00007.txt: ([('NEG', 0.6001974795972266), ('NEU', 0.38122016489101845), ('POS', 0.01858235551175494)])
243-VI-00035.txt: ([('NEG', 0.6038012371569677), ('NEU', 0.3659270007939504), ('POS', 0.030271762049081986)])
243-VI-00041.txt: ([('NEG', 0.397547625461195), ('NEU', 0.602452374538805), ('POS', 0.0)])
243-VI-00053.txt: ([('NEG', 0.17534366145846345), ('NEU', 0.8021371308035238), ('POS', 0.022519207738012807)])
243-VI-00056.txt: ([('NEG', 0.4298739400300471), ('NEU', 0.5701260599699529), ('POS', 0.0)])
245-PR-02624.txt: ([('NEG', 0.4603236243834238), ('NEU', 0.5153566698488115), ('POS', 0.024319705767764748)])
245-PR-02636.txt: ([('NEG', 0.6301995642841637), ('NEU', 0.36980043571583626), ('POS', 0.0)])
245-VI-00004.txt: ([('NEG', 0.5913925906310978), ('NEU', 0.38429274115462847), ('POS', 0.024314668214273635)])
246-AA-00001.txt: ([('NEG', 0.39241082680570194), ('NEU', 0.5985082675839443), ('POS', 0.009080905610353834)])
246-PR-00005.txt: ([('NEG', 0.680943117640118), ('NEU', 0.2965767230277051), ('POS', 0.022480159332177)])
246-PR-00044.txt: ([('NEG', 0.689839075401789), ('NEU', 0.310160924598211), ('POS', 0.0)])
247-VI-00003.txt: ([('NEG', 0.49672293114863225), ('NEU', 0.47025573016657835), ('POS', 0.03302133868478939)])
247-VI-00004.txt: ([('NEG', 0.5462982897962719), ('NEU', 0.44362176248599977), ('POS', 0.01007994771772827)])
247-VI-00005.txt: ([('NEG', 0.5255277353953121), ('NEU', 0.4450590379438251), ('POS', 0.02941322666086283)])
247-VI-00006.txt: ([('NEG', 0.6506921850011347), ('NEU', 0.3121647271337414), ('POS', 0.037143087865123985)])
247-VI-00008.txt: ([('NEG', 0.5508091802839276), ('NEU', 0.40802929460322107), ('POS', 0.04116152511285136)])
247-VI-00016.txt: ([('NEG', 0.4474784187021739), ('NEU', 0.5525215812978261), ('POS', 0.0)])
248-VI-00001.txt: ([('NEG', 0.5138995040422644), ('NEU', 0.463531587770347), ('POS', 0.022568908187388683)])
248-VI-00009.txt: ([('NEG', 0.48668422458994737), ('NEU', 0.47660346387199176), ('POS', 0.03671231153806089)])
250-VI-00001.txt: ([('NEG', 0.3395404044276326), ('NEU', 0.5210170173960613), ('POS', 0.13944257817630606)])
251-VI-00010.txt: ([('NEG', 0.6374214642012411), ('NEU', 0.3625785357987588), ('POS', 0.0)])
251-VI-00018.txt: ([('NEG', 0.5243756657539709), ('NEU', 0.3974544952436505), ('POS', 0.07816983900237863)])
251-VI-00021.txt: ([('NEG', 0.8231933871735715), ('NEU', 0.14949625878493056), ('POS', 0.027310354041497956)])
252-AA-00006.txt: ([('NEG', 0.4362303296710425), ('NEU', 0.5070722435862329), ('POS', 0.05669742674272458)])
252-AA-00008.txt: ([('NEG', 0.21986361889921238), ('NEU', 0.7408720755938629), ('POS', 0.03926430550692476)])
252-VI-00002.txt: ([('NEG', 0.5981002578406713), ('NEU', 0.36604416226889774), ('POS', 0.03585557989043091)])
252-VI-00003.txt: ([('NEG', 0.34970404357094403), ('NEU', 0.6303037555790412), ('POS', 0.019992200850014824)])
253-AA-00002.txt: ([('NEG', 0.34351196372179316), ('NEU', 0.6096339471283232), ('POS', 0.046854089149883586)])
253-PR-00606.txt: ([('NEG', 0.44069194055215233), ('NEU', 0.5424472638861426), ('POS', 0.016860795561705017)])
253-VI-00003.txt: ([('NEG', 0.4737273274276607), ('NEU', 0.5033518285401798), ('POS', 0.02292084403215948)])
253-VI-00005.txt: ([('NEG', 0.5180044995068742), ('NEU', 0.40309789297703386), ('POS', 0.07889760751609194)])
253-VI-00009.txt: ([('NEG', 0.5124630492918542), ('NEU', 0.40396974961394166), ('POS', 0.08356720109420424)])
253-VI-00019.txt: ([('NEG', 0.5904954681328228), ('NEU', 0.38428352064067717), ('POS', 0.025221011226499977)])
253-VI-00022.txt: ([('NEG', 0.5052005163888138), ('NEU', 0.48661989515001886), ('POS', 0.008179588461167286)])
253-VI-00027.txt: ([('NEG', 0.3903226578872935), ('NEU', 0.5823254737245114), ('POS', 0.027351868388195134)])
253-VI-00030.txt: ([('NEG', 0.610753753277242), ('NEU', 0.3861887568150836), ('POS', 0.003057489907674373)])
253-VI-00033.txt: ([('NEG', 0.4765937834751187), ('NEU', 0.4682062316322252), ('POS', 0.05519998489265606)])
253-VI-00042.txt: ([('NEG', 0.4809294997861991), ('NEU', 0.5190705002138009), ('POS', 0.0)])
253-VI-00044.txt: ([('NEG', 0.5128833065291687), ('NEU', 0.4572894266557642), ('POS', 0.02982726681506706)])
253-VI-00050.txt: ([('NEG', 0.6802803469607831), ('NEU', 0.3012806378203681), ('POS', 0.018439015218848782)])
255-VI-00001.txt: ([('NEG', 0.627874407268733), ('NEU', 0.3459717059053313), ('POS', 0.026153886825935772)])
255-VI-00002.txt: ([('NEG', 0.6087475924501093), ('NEU', 0.35689696177297614), ('POS', 0.03435544577691448)])
255-VI-00003.txt: ([('NEG', 0.4799212634330051), ('NEU', 0.5064914177764213), ('POS', 0.013587318790573644)])
255-VI-00008.txt: ([('NEG', 0.33809101664856417), ('NEU', 0.6181643499527504), ('POS', 0.0437446333986854)])
255-VI-00009.txt: ([('NEG', 0.46453874695135855), ('NEU', 0.5140278986155509), ('POS', 0.02143335443309056)])
255-VI-00012.txt: ([('NEG', 0.6643239433285336), ('NEU', 0.3105250989473823), ('POS', 0.025150957724084086)])
255-VI-00014.txt: ([('NEG', 0.6437914213670303), ('NEU', 0.2743134715954864), ('POS', 0.08189510703748334)])
256-CO-00386.txt: ([('NEG', 0.7082744663839362), ('NEU', 0.25570008163938035), ('POS', 0.03602545197668351)])
257-VI-00001.txt: ([('NEG', 0.5134605077671802), ('NEU', 0.4668112733226577), ('POS', 0.01972821891016204)])
259-CO-00777.txt: ([('NEG', 0.3948960992692079), ('NEU', 0.3997486096858776), ('POS', 0.20535529104491446)])
260-VI-00008.txt: ([('NEG', 0.37935569574085626), ('NEU', 0.6206443042591437), ('POS', 0.0)])
260-VI-00022.txt: ([('NEG', 0.4878378058678159), ('NEU', 0.49260510460319146), ('POS', 0.01955708952899266)])
261-PR-02046.txt: ([('NEG', 0.5612713151109232), ('NEU', 0.4056497814863803), ('POS', 0.0330789034026965)])
261-VI-00015.txt: ([('NEG', 0.5507403258448272), ('NEU', 0.42710619368271996), ('POS', 0.022153480472452865)])
261-VI-00016.txt: ([('NEG', 0.6433486779637192), ('NEU', 0.34038907665118245), ('POS', 0.016262245385098316)])
261-VI-00032.txt: ([('NEG', 0.6392225420601242), ('NEU', 0.3502778002795894), ('POS', 0.010499657660286375)])
261-VI-00033.txt: ([('NEG', 0.44837675253405324), ('NEU', 0.5516232474659467), ('POS', 0.0)])
261-VI-00034.txt: ([('NEG', 0.512641233482756), ('NEU', 0.4758953644719103), ('POS', 0.011463402045333724)])
261-VI-00049.txt: ([('NEG', 0.4968729980597789), ('NEU', 0.48174551292496026), ('POS', 0.021381489015260817)])
261-VI-00052.txt: ([('NEG', 0.4826462816898356), ('NEU', 0.47464060825660337), ('POS', 0.042713110053561036)])
261-VI-00055.txt: ([('NEG', 0.6033839992405508), ('NEU', 0.36290131232234674), ('POS', 0.03371468843710249)])
261-VI-00073.txt: ([('NEG', 0.36714571775201754), ('NEU', 0.573937137868199), ('POS', 0.0589171443797835)])
266-AA-00002.txt: ([('NEG', 0.43493318934466907), ('NEU', 0.5583897197710417), ('POS', 0.006677090884289179)])
266-AA-00003.txt: ([('NEG', 0.4759753749916589), ('NEU', 0.48608182172939657), ('POS', 0.037942803278944524)])
266-VI-00003.txt: ([('NEG', 0.3810793171517065), ('NEU', 0.5940562760615519), ('POS', 0.024864406786741667)])
266-VI-00009.txt: ([('NEG', 0.3538216039915133), ('NEU', 0.6461783960084867), ('POS', 0.0)])
266-VI-00010.txt: ([('NEG', 0.23358307980003257), ('NEU', 0.7480802386468708), ('POS', 0.0183366815530966)])
266-VI-00011.txt: ([('NEG', 0.5667646397665091), ('NEU', 0.3919427915451736), ('POS', 0.04129256868831733)])
267-AA-00001.txt: ([('NEG', 0.48723634879326394), ('NEU', 0.4918860370673904), ('POS', 0.02087761413934566)])
267-CO-00207.txt: ([('NEG', 0.4369420709249074), ('NEU', 0.5471932996914479), ('POS', 0.015864629383644743)])
267-PR-00449.txt: ([('NEG', 0.5479780576684068), ('NEU', 0.43788136215588896), ('POS', 0.014140580175704248)])
267-VI-00005.txt: ([('NEG', 0.4330929989918511), ('NEU', 0.5669070010081488), ('POS', 0.0)])
267-VI-00007.txt: ([('NEG', 0.5406468804545197), ('NEU', 0.40825637946927973), ('POS', 0.051096740076200624)])
267-VI-00009.txt: ([('NEG', 0.4646806968296051), ('NEU', 0.46594278874224154), ('POS', 0.06937651442815336)])
267-VI-00010.txt: ([('NEG', 0.6271064688768384), ('NEU', 0.3140565488800803), ('POS', 0.05883698224308137)])
267-VI-00015.txt: ([('NEG', 0.615436757498223), ('NEU', 0.3753940986096966), ('POS', 0.009169143892080438)])
267-VI-00021.txt: ([('NEG', 0.412056842698646), ('NEU', 0.5241818811763755), ('POS', 0.0637612761249784)])
267-VI-00022.txt: ([('NEG', 0.47657899694976763), ('NEU', 0.4846475264681457), ('POS', 0.0387734765820867)])
267-VI-00027.txt: ([('NEG', 0.5486461118433469), ('NEU', 0.3947490055018952), ('POS', 0.056604882654757896)])
268-VI-00003.txt: ([('NEG', 0.6308807014980854), ('NEU', 0.32144049663329627), ('POS', 0.04767880186861828)])
